字母開頭,字彙,詞類,中文,級數
t,than,conj./prep.,比,初級
t,thank,verb/noun,感謝；謝謝,初級
T,Thanksgiving,noun,感恩節=ThanksgivingDay,初級
t,that,conj.,引導子句,初級
t,that,pron./adj.,那個；那,初級
t,that,adv.,那麼、那樣,初級
t,the,art.,這、那,初級
t,theater,noun,電影院=theatre(BritishEnglish),初級
t,their,determiner,他們的,初級
t,them,pron.,他們,初級
t,themselves,pron.,他們自己,初級
t,then,adv./adj.,然後、那時候；在那時的,初級
t,there,adv./noun,在那裡；那裡,初級
t,therefore,adv.,因此,初級
t,these,pron./adj.,這些；這些的,初級
t,they,pron.,他們,初級
t,thick,adj.,厚的,初級
t,thief,noun,竊賊,初級
t,thin,adj.,瘦的,初級
t,thing,noun,東西、物品,初級
t,think,verb,想,初級
t,third,adj./adv./noun,第三的；居第三位；第三位,初級
t,thirsty,adj.,口渴的,初級
t,thirteen,number/pron./noun/adj.,十三,初級
t,thirty,number/pron./noun/adj.,三十,初級
t,this,pron./adj.,這個；這,初級
t,this,adv.,這麼、這樣,初級
t,those,pron./adj.,那些；那些的,初級
t,though,conj./adv.,雖然；還是,初級
t,thought,noun,想法,初級
t,thousand,number/pron./noun/adj.,千,初級
t,three,number/pron./noun/adj.,三,初級
t,throat,noun,咽喉,初級
t,through,prep./adv.,通過、穿越,初級
t,throughout,prep.,到處,初級
t,throw,verb,丟,初級
t,thumb,noun,拇指,初級
t,thunder,noun/verb,雷(聲)；打雷,初級
T,Thursday,noun,星期四=Thurs./Thur.,初級
t,thus,adv.,因此,初級
t,ticket,noun,票、罰單,初級
t,tidy,adj./verb,整齊的；整理,初級
t,tie,noun,領帶、平手,初級
t,tie,verb,捆、繫,初級
t,tiger,noun,老虎,初級
t,till,prep./conj.,直到=until,初級
t,time,noun/verb,時間；計時,初級
t,tiny,adj.,極小的、微小的,初級
t,tip,noun,小費；提示；頂端,初級
t,tip,verb,給小費,初級
t,title,noun,標題,初級
t,to,prep./inf.,到,初級
t,toast,noun,吐司；敬酒,初級
t,toast,verb,烤吐司、烤；乾杯,初級
t,today,adv./noun,今天,初級
t,toe,noun,腳趾,初級
t,tofu,noun,豆腐=beancurd,初級
t,together,adv.,一起,初級
t,toilet,noun,馬桶、衛生間,初級
t,tomato,noun,番茄,初級
t,tomorrow,adv./noun,明天,初級
t,tongue,noun,舌頭,初級
t,tonight,adv./noun,今晚,初級
t,too,adv.,也,初級
t,tool,noun,工具,初級
t,tooth,noun,牙齒,初級
t,toothache,noun,牙痛,初級
t,toothbrush,noun,牙刷,初級
t,top,noun/adj./verb,頂部；頂部的；到頂部,初級
t,topic,noun,主題,初級
t,total,adj./noun/verb,總數的；總數；合計,初級
t,touch,verb/noun,接觸、觸摸；觸覺、觸摸,初級
t,tour,noun/verb,旅遊、遊覽,初級
t,toward,prep.,朝著=towards,初級
t,towel,noun,毛巾、紙巾,初級
t,tower,noun,塔,初級
t,town,noun,城鎮,初級
t,toy,noun,玩具,初級
t,trace,verb/noun,追蹤；痕跡,初級
t,track,noun/verb,軌道、足跡；跟蹤、追蹤,初級
t,trade,noun/verb,貿易；交易,初級
t,tradition,noun,傳統,初級
t,traditional,adj.,傳統的,初級
t,traffic,noun,交通,初級
t,train,noun,火車,初級
t,train,verb,訓練,初級
t,trap,verb/noun,設陷阱；陷阱,初級
t,trash,noun/verb,垃圾；丟棄、損壞,初級
t,travel,verb/noun,旅行,初級
t,treasure,noun/verb,寶藏；珍惜,初級
t,treat,verb/noun,治療、請客,初級
t,treatment,noun,治療,初級
t,tree,noun,樹,初級
t,trial,noun,嘗試,初級
t,triangle,noun,三角形,初級
t,trick,noun/verb,把戲；騙,初級
t,trip,noun,旅行,初級
t,trouble,noun/verb,麻煩；使煩惱,初級
t,trousers,noun,褲子=pants(AmericanEnglish),初級
t,truck,noun,卡車,初級
t,TRUE,adj.,真實的,初級
t,trumpet,noun,小號,初級
t,trust,noun/verb,相信、信任,初級
t,truth,noun,真理、真相,初級
t,try,verb/noun,嘗試,初級
T,T-shirt,noun,圓領汗衫=tee-shirt,初級
t,tub,noun,盆、桶、浴缸,初級
T,Tuesday,noun,星期二=Tues./Tue.,初級
t,tunnel,noun,隧道,初級
t,turkey,noun,火雞,初級
t,turn,verb,轉(彎),初級
t,turn,noun,一次機會,初級
t,turtle,noun,龜,初級
T,TV,noun,電視=television,初級
t,twelve,number/pron./noun/adj.,十二,初級
t,twenty,number/pron./noun/adj.,二十,初級
t,twice,adv.,兩次,初級
t,two,number/pron./noun/adj.,二,初級
t,type,verb,打字,初級
t,type,noun,類型,初級
t,typhoon,noun,颱風,初級
u,ugly,adj.,醜陋的,初級
u,umbrella,noun,雨傘,初級
u,uncle,noun,叔叔,初級
u,under,prep./adv.,在…下、低於；在下面,初級
u,underline,verb,在…下面畫線、強調,初級
u,underpass,noun,地下道,初級
u,understand,verb,懂、了解,初級
u,underwear,noun,內衣,初級
u,uniform,noun/adj.,制服；一致的,初級
u,unique,adj.,獨特的,初級
u,unit,noun,單位,初級
u,universe,noun,宇宙,初級
u,university,noun,大學,初級
u,until,conj./prep.,直到=till,初級
u,up,adv./prep./adj.,向上；在…上面；向上的,初級
u,upload,verb,上傳、上載,初級
u,upon,prep.,在…之上、在…後立即,初級
u,upper,adj.,上面的、上部的,初級
u,upstairs,adv./adj./noun,在樓上；樓上的；樓上,初級
u,us,pron.,我們,初級
U,USA,noun,美國=UnitedStates(ofAmerica),初級
u,use,verb/noun,使用,初級
u,used,adj.,二手的、習慣的,初級
u,used,verb,過去慣常,初級
u,useful,adj.,有用的,初級
u,user,noun,使用者,初級
u,usual,adj.,通常的,初級
u,usually,adv.,通常,初級
v,vacation,noun/verb,假期；度假,初級
V,Valentine'sDay,noun,情人節,初級
v,valley,noun,峽谷,初級
v,value,noun/verb,價值；重視,初級
v,vegetable,noun/adj.,蔬菜；蔬菜的,初級
v,vendor,noun,小販,初級
v,very,adv.,非常、很,初級
v,very,adj.,(加強語氣)正是、完全的,初級
v,vest,noun,背心,初級
v,victory,noun,勝利,初級
v,video,noun/verb,錄影帶、錄影；錄影,初級
v,view,noun/verb,視野；觀看,初級
v,village,noun,村莊,初級
v,vinegar,noun,醋,初級
v,violin,noun,小提琴,初級
v,visit,verb/noun,拜訪,初級
v,visitor,noun,參觀者、遊客,初級
v,vocabulary,noun,詞彙,初級
v,voice,noun,聲音,初級
v,volleyball,noun,排球,初級
v,volume,noun,音量；冊=vol.,初級
v,vote,noun/verb,(選)票；投票、選舉,初級
v,voter,noun,選民,初級
w,waist,noun,腰,初級
w,wait,verb,等待,初級
w,waiter,noun,服務生,初級
w,waitress,noun,女服務生,初級
w,wake,verb,醒,初級
w,walk,verb/noun,步行,初級
w,wall,noun,牆,初級
w,wallet,noun,錢包,初級
w,want,verb,想要,初級
w,war,noun,戰爭,初級
w,warm,adj./verb,溫暖的；加熱,初級
w,wash,verb,洗,初級
w,waste,noun/verb,浪費,初級
w,watch,noun,錶,初級
w,watch,verb,看、注意,初級
w,water,noun/verb,水；澆水,初級
w,waterfall,noun,瀑布,初級
w,watermelon,noun,西瓜,初級
w,wave,noun,(海)浪,初級
w,wave,verb,揮、招(手),初級
w,way,noun,道路、路程；方法,初級
w,we,pron.,我們,初級
w,weak,adj.,虛弱的,初級
w,weapon,noun,武器,初級
w,wear,verb,穿戴,初級
w,weather,noun,天氣,初級
w,wedding,noun,婚禮,初級
W,Wednesday,noun,星期三=Wed./Weds.,初級
w,week,noun,星期,初級
w,weekday,noun,平日,初級
w,weekend,noun,週末,初級
w,weekly,adj./adv./noun,每週的；每週地；週刊,初級
w,weight,noun,體重,初級
w,welcome,verb/noun,歡迎、迎接、接待,初級
w,welcome,adj.,受歡迎的,初級
w,well,adv./adj.,很好地；健康的,初級
w,west,noun/adv./adj.,西方；向西方；西方的、向西方的,初級
w,western,adj./noun,西方的；西方人、西部片,初級
w,wet,adj./verb,濕的；弄濕,初級
w,whale,noun,鯨魚,初級
w,what,pron./adj.,什麼,初級
w,whatever,pron./adj.,無論如何,初級
w,wheel,noun,輪子,初級
w,when,conj./adv./pron.,當；何時；當時,初級
w,where,adv./conj.,在哪裡；在…的地方,初級
w,whether,conj.,是否,初級
w,which,pron./conj./adj.,哪一個,初級
w,while,conj.,當...時候、然而,初級
w,while,noun,一會兒、一段時間,初級
w,white,adj./noun,白色的；白色,初級
w,who,pron./conj.,誰、什麼人,初級
w,whole,adj./noun,整體的；整體,初級
w,whom,pron./conj.,誰、什麼人,初級
w,whose,determiner/conj.,誰的,初級
w,why,adv./conj.,為什麼,初級
w,wide,adj.,寬的,初級
w,widen,verb,加寬、擴大,初級
w,width,noun,寬度,初級
w,wife,noun,妻子,初級
w,wild,adj./noun,野生的、荒野的；野外,初級
w,will,aux.,將(要)、能、願意,初級
w,willing,adj.,願意的,初級
w,win,verb/noun,贏；勝利,初級
w,wind,noun,風,初級
w,window,noun,窗戶,初級
w,windy,adj.,多風的,初級
w,wine,noun,酒,初級
w,wing,noun,翅膀,初級
w,winner,noun,獲勝的人,初級
w,winter,noun,冬天,初級
w,wise,adj.,有智慧的,初級
w,wish,verb/noun,希望；希望、願望,初級
w,with,prep.,跟…一起、用、有,初級
w,within,prep./adv.,以內；在裡面,初級
w,without,prep.,沒有,初級
w,wok,noun,鍋,初級
w,wolf,noun,狼,初級
w,woman,noun,女人,初級
w,women'sroom,noun,女洗手間、女廁=ladies'room,初級
w,wonder,verb/noun,想知道、感到驚訝(奇)；驚奇、奇景,初級
w,wonderful,adj.,精采的、極好的,初級
w,wood,noun,木頭,初級
w,wooden,adj.,木製的,初級
w,word,noun,字彙,初級
w,work,noun/verb,工作,初級
w,workbook,noun,練習簿、作業本,初級
w,worker,noun,工人,初級
w,world,noun,世界,初級
w,worry,verb/noun,擔心、煩惱,初級
w,worse,adj./adv.,更差的；更差地,初級
w,worst,adj./adv.,最差的；最差地,初級
w,worth,adj./noun,值…；價值,初級
w,would,aux.,(表示婉轉的請求)請、將會、就會,初級
w,wound,noun/verb,傷口；受傷,初級
w,wrist,noun,手腕,初級
w,write,verb,寫,初級
w,writer,noun,作家,初級
w,wrong,adj./adv./noun,錯誤的；錯誤地；錯誤,初級
y,yard,noun,院子,初級
y,yeah,interj./adv.,是啊=yes,初級
y,year,noun,年,初級
y,yearly,adj./adv.,每年的；每年,初級
y,yellow,adj./noun,黃色的；黃色,初級
y,yes,interj./adv.,是的=yeah,初級
y,yesterday,adv./noun,昨天,初級
y,yet,adv./conj.,還；然而,初級
y,you,pron.,你,初級
y,young,adj./noun,年輕的；年輕人,初級
y,your,determiner,你的,初級
y,yours,pron.,你的,初級
y,yourself,pron.,你自己,初級
y,youth,noun,青年,初級
y,yummy,adj.,美味的,初級
z,zebra,noun,斑馬,初級
z,zero,number/pron./noun/adj.,零,初級
z,zoo,noun,動物園,初級
