字母開頭,字彙,詞類,中文,級數
q,quarrel,noun/verb,爭吵,中級
q,queue,noun/verb,隊伍；排隊,中級
q,quilt,noun,被子,中級
q,quote,verb/noun,引用、引述；引語,中級
r,racial,adj.,種族的,中級
r,radar,noun,雷達,中級
r,radiation,noun,輻射,中級
r,radical,adj./noun,徹底的、激進的；激進份子,中級
r,rage,noun/verb,盛怒、狂暴；肆虐,中級
r,raincoat,noun,雨衣,中級
r,rainfall,noun,降雨(量),中級
r,raisin,noun,葡萄乾,中級
r,rank,noun/verb,分等級、排行；地位、級別,中級
r,rarely,adv.,很少、不常,中級
r,rate,noun/verb,速度、(比)率；評估、評價,中級
r,raw,adj.,生的、原始的,中級
r,ray,noun,光線、射線,中級
r,razor,noun,刮鬍刀,中級
r,react,verb,反應,中級
r,reaction,noun,反應,中級
r,reader,noun,讀者、簡易讀本,中級
r,readily,adv.,樂意地、迅速地,中級
r,reading,noun,閱讀、讀物,中級
r,realistic,adj.,現實的、實際的,中級
r,reality,noun,現實、事實,中級
r,rear,adj./noun,後面的；後部,中級
r,rear,verb,撫養、飼養,中級
r,reasonable,adj.,合理的、(價錢)公道的,中級
r,rebel,noun/verb,叛亂者；反叛,中級
r,rebuild,verb,重組、重建,中級
r,recall,verb/noun,回憶起；記性,中級
r,receipt,noun,收據,中級
r,receiver,noun,聽筒、接收者,中級
r,reception,noun,接待處、招待會、接受,中級
r,recession,noun,(經濟)衰退,中級
r,recipe,noun,食譜,中級
r,recite,verb,朗誦,中級
r,recognition,noun,認出、認可,中級
r,recognize,verb,認出、認可,中級
r,recommend,verb,推薦,中級
r,recorder,noun,錄音(像)機,中級
r,recovery,noun,復得、恢復,中級
r,recreation,noun,消遣、娛樂,中級
r,reduce,verb,減少、縮小,中級
r,reduction,noun,減少、折扣,中級
r,refer,verb,提及、參考,中級
r,reference,noun,提到、參考、出處,中級
r,reflect,verb,反映、反射,中級
r,reflection,noun,反映、反射、倒影,中級
r,reform,noun/verb,改革、改良,中級
r,refresh,verb,使清涼、提醒,中級
r,refugee,noun,難民、流亡者,中級
r,refusal,noun,拒絕,中級
r,refuse,noun,垃圾、廢棄物,中級
r,regarding,prep.,關於,中級
r,regardless,adv.,儘管,中級
r,regional,adj.,地方的、區域的,中級
r,register,verb/noun,註冊；登記(簿),中級
r,registration,noun,註冊、登記,中級
r,regulate,verb,規範、調節,中級
r,regulation,noun,規則,中級
r,rehearsal,noun,排演、彩排,中級
r,rehearse,verb,排演,中級
r,relate,verb,使有聯繫、敘述,中級
r,related,adj.,相關的、有親戚關係的,中級
r,relation,noun,關係、往來,中級
r,relationship,noun,關係,中級
r,relatively,adv.,相對地、相當,中級
r,relax,verb,放鬆、放心,中級
r,relaxation,noun,放鬆、消遣,中級
r,release,verb/noun,釋放、宣泄；獲釋、發行,中級
r,reliable,adj.,可信賴的、可靠的,中級
r,relief,noun,解脫、減輕,中級
r,relieve,verb,減輕、緩和,中級
r,religion,noun,宗教,中級
r,religious,adj.,宗教的、虔誠的,中級
r,reluctant,adj.,不情願的,中級
r,rely,verb,仰賴、信賴,中級
r,remain,verb,仍然是、繼續,中級
r,remark,noun/verb,言論、評論；談論、說起,中級
r,remarkable,adj.,非凡的、顯著的,中級
r,remedy,noun/verb,療法、解決方法；治療、補救,中級
r,reminder,noun,提醒,中級
r,remote,adj.,偏遠的、遙控的,中級
r,remove,verb,去除、脫去,中級
r,renew,verb,延長期限、重新開始,中級
r,repeatedly,adv.,一再地、重複地,中級
r,repetition,noun,重複、反覆,中級
r,replace,verb,取代、代替,中級
r,represent,verb,代表,中級
r,representation,noun,代表、表現,中級
r,representative,noun/adj.,代表；典型的、代表的,中級
r,republic,noun,共和國,中級
r,republican,noun/adj.,共和主義者；共和主義者的,中級
r,reputation,noun,名譽、名聲,中級
r,request,noun/verb,要求、請求,中級
r,requirement,noun,需要、要求,中級
r,rescue,noun/verb,援救、營救,中級
r,research,noun/verb,研究、調查,中級
r,researcher,noun,研究人員,中級
r,resemble,verb,看起來像,中級
r,reservation,noun,預訂、訂位,中級
r,reserve,noun,儲備（物）,中級
r,reserve,verb,預訂、訂位,中級
r,residence,noun,居住、住處,中級
r,resident,noun/adj.,居民、住戶；定居的、常駐的,中級
r,resign,verb,辭職,中級
r,resignation,noun,辭職、辭呈,中級
r,resist,verb,抵抗、反抗,中級
r,resistance,noun,抵抗、反抗,中級
r,resistant,adj.,抵抗的、抗…的,中級
r,resolution,noun,決心、決議、解決,中級
r,resolve,verb,解決、決心,中級
r,resource,noun,資源,中級
r,respond,verb,回應、回答,中級
r,response,noun,回應、答覆,中級
r,responsibility,noun,責任,中級
r,restless,adj.,煩躁的,中級
r,restore,verb,恢復、復原,中級
r,restrict,verb,限制、束縛,中級
r,restriction,noun,限制,中級
r,retain,verb,保留、留住,中級
r,retire,verb,退休、退回,中級
r,retreat,noun/verb,僻靜處；撤退、躲避,中級
r,reunite,verb,重逢、再結合,中級
r,reveal,verb,顯示、透漏,中級
r,revenge,noun/verb,復仇(行動)；替...報仇、報復,中級
r,revision,noun,修訂、修正,中級
r,revolution,noun,革命,中級
r,revolutionary,adj.,革命(性)的,中級
r,reward,noun/verb,報答；酬賞,中級
r,rewrite,verb/noun,重寫、改寫；修改,中級
r,rhyme,verb/noun,押韻；押韻詞,中級
r,rhythm,noun,節奏、律動,中級
r,ribbon,noun,緞帶、絲帶,中級
r,riches,noun,財富,中級
r,rid,verb/adj.,使...免除；擺脫,中級
r,riddle,noun/verb,謎語；使佈滿,中級
r,rider,noun,騎士,中級
r,ridiculous,adj.,荒謬的、可笑的,中級
r,rifle,noun/verb,來福槍；匆忙翻找,中級
r,ripe,adj.,成熟的,中級
r,risk,noun/verb,風險、危險；冒…風險,中級
r,rival,noun/adj./verb,競爭者；競爭的；與...競爭,中級
r,roar,verb/noun,吼叫、呼嘯,中級
r,roast,verb/adj./noun,烤；烘烤過的；烤肉,中級
r,robber,noun,搶劫犯,中級
r,robbery,noun,搶劫,中級
r,robe,noun,睡袍、禮袍,中級
r,rocket,noun/verb,火箭；快速增長,中級
r,rod,noun,竿、棒,中級
r,romance,noun/verb,浪漫史；虛構(故事),中級
r,romantic,adj./noun,浪漫的、愛情的；浪漫的人,中級
r,rooster,noun,公雞=cock(BritishEnglish),中級
r,rot,verb/noun,腐爛；腐朽,中級
r,rotten,adj.,腐爛的,中級
r,rough,adj./adv./verb,粗糙的、粗略的、粗暴的、艱難的；粗野地、大略地；艱難度日,中級
r,roughly,adv.,大約、大致、粗暴地,中級
r,route,noun/verb,路線；按路線發送,中級
r,routine,noun/adj.,常規；例行公事的,中級
r,rubbish,noun/adj.,垃圾；糟透的(usedmainlyinBritishEnglish),中級
r,rug,noun,小地毯,中級
r,rumor,noun,謠言=rumour(BritishEnglish),中級
r,runner,noun,跑者,中級
r,running,adj.,連續的,中級
r,rural,adj.,農村的,中級
r,rust,noun/verb,(鐵)銹；生鏽,中級
r,rusty,adj.,生鏽的,中級
s,sack,noun/verb,麻布袋、一袋；解雇,中級
s,sacrifice,verb/noun,犧牲、奉獻；獻祭品,中級
s,sadden,verb,使難過,中級
s,sake,noun,緣故、目的,中級
s,salary,noun,薪水,中級
s,salty,adj.,含鹽的、鹹的,中級
s,sanction,noun/verb,批准、制裁、強硬措施；批准、贊成,中級
s,satellite,noun,衛星、人造衛星,中級
s,satisfaction,noun,滿意,中級
s,satisfactory,adj.,令人滿意的,中級
s,sauce,noun,醬汁,中級
s,sausage,noun,香腸、臘腸,中級
s,saving,noun,節省、存款,中級
s,saw,noun/verb,鋸子；鋸,中級
s,saying,noun,諺語、格言,中級
s,scan,verb/noun,掃描；審視,中級
s,scarce,adj.,稀少的、缺乏的,中級
s,scarcely,adv.,幾乎不,中級
s,scare,verb/noun,驚嚇、嚇跑；驚慌、擔憂,中級
s,scary,adj.,嚇人的,中級
s,scatter,verb/noun,使分散、消散；散播、少量,中級
s,scenery,noun,風景,中級
s,schedule,noun/verb,工作行程、時刻表；安排時間、預定,中級
s,scheme,noun/verb,體制、陰謀；密謀,中級
s,scholar,noun,學者,中級
s,scholarship,noun,獎學金,中級
s,schoolmate,noun,學校同學,中級
s,scientific,adj.,科學(上)的,中級
s,scissors,noun,剪刀,中級
s,scold,verb,訓斥、責罵,中級
s,scoop,verb/noun,用勺舀、用鏟子鏟；杓子、一勺,中級
s,scout,noun,童子軍,中級
s,scratch,verb/noun,搔、抓傷；抓痕、劃傷,中級
s,scream,verb/noun,尖叫；尖叫聲,中級
s,screw,verb/noun,用螺絲固定、旋；螺絲,中級
s,scrub,verb/noun,刷洗,中級
s,sculpture,noun,雕刻品、雕刻術,中級
s,seafood,noun,海鮮,中級
s,seagull,noun,海鷗=gull,中級
s,seal,verb/noun,蓋章、密封；印章、封條,中級
s,seaside,noun,海邊,中級
s,season,verb,調味,中級
s,secondary,adj.,次要的,中級
s,second-hand,adj./adv.,舊的、二手的；二手地、間接地,中級
s,sector,noun,部門、分區,中級
s,secure,verb/adj.,保護、使安全；安心的、安全的,中級
s,security,noun,安全(工作),中級
s,seize,verb,抓住、奪取,中級
s,selection,noun,挑選,中級
s,self,noun,自我,中級
s,senior,adj./noun,年長的、資深的；較年長者、前輩,中級
s,sensible,adj.,明理的、理智的,中級
s,sensitive,adj.,敏感的、靈敏的,中級
s,sentence,noun/verb,句子、判決；宣判,中級
s,separation,noun,分離、分隔,中級
s,series,noun,系列、連續,中級
s,session,noun,一節(課程)、會議、開庭,中級
s,settle,verb,解決、決定、安頓,中級
s,settlement,noun,協議、解決,中級
s,settler,noun,移民,中級
s,setup,noun,組織、結構,中級
s,severe,adj.,嚴重的、嚴厲的,中級
s,sew,verb,縫、縫補,中級
s,sex,noun,性別、性,中級
s,sexual,adj.,性的、性別的,中級
s,sexy,adj.,性感迷人的,中級
s,shade,noun/verb,蔭、陰影；遮擋(光線)、畫陰影,中級
s,shadow,noun/verb,影子；遮蔽、跟蹤,中級
s,shady,adj.,多蔭的、陰暗的,中級
s,shallow,adj.,淺的、膚淺的,中級
s,shame,noun/verb,羞愧、遺憾；使感到羞恥,中級
s,shameful,adj.,可恥的、丟臉的,中級
s,shampoo,noun/verb,洗髮精；用洗髮精洗(頭髮),中級
s,sharpen,verb,使鋒利、加劇、提高,中級
s,shave,verb,剃、刮毛髮,中級
s,shaver,noun,刮鬍刀,中級
s,shell,noun,殼、殼狀物,中級
s,shelter,noun/verb,避難所、遮蔽處；躲避、保護、遮蔽,中級
s,shepherd,noun/verb,牧羊人；牧羊、帶領,中級
s,shift,verb/noun,變換、輪班；轉移、變換,中級
s,shining,adj.,發光的；明亮而快樂的；出色的,中級
s,shiny,adj.,光亮的,中級
s,shopkeeper,noun,商店老闆,中級
s,shortage,noun,缺少、不足,中級
s,shortcoming,noun,缺點,中級
s,shortcut,noun,捷徑,中級
s,shorten,verb,縮短,中級
s,shortly,adv.,不久、立刻,中級
s,shorts,noun,短褲,中級
s,short-sighted,adj.,近視的、目光短淺的,中級
s,short-term,adj.,短期的、近期的,中級
s,shovel,noun/verb,鏟子；鏟,中級
s,shrink,verb/noun,縮小、減少；畏縮,中級
s,shrug,verb/noun,聳肩,中級
s,shuttle,noun/verb,航班、班車、梭；(頻繁)往返,中級
s,sickness,noun,疾病,中級
s,sigh,verb/noun,嘆息,中級
s,sightseeing,noun,觀光、遊覽,中級
s,signal,noun/verb,信號；發信號,中級
s,signal,adj,顯著的、非凡的,中級
s,signature,noun,簽名,中級
s,significance,noun,重要性、意義,中級
s,significant,adj.,顯著的、有重大意義的,中級
s,silk,noun,絲(稠)、絲織品,中級
s,similarity,noun,相似(處),中級
s,simplify,verb,簡化,中級
s,sin,noun/verb,罪(惡)、過失；犯過失,中級
s,singular,adj.,單數的,中級
s,sip,verb/noun,啜飲；一小口,中級
s,site,noun,位址、網站,中級
s,situation,noun,情況、形勢,中級
s,sketch,noun/verb,素描、概述,中級
s,skim,verb/noun,撇去、掠過、瀏覽,中級
s,skip,verb,蹦蹦跳跳；略過,中級
s,skip,noun,跳、蹦；省略,中級
s,skyscraper,noun,摩天大樓,中級
s,slang,noun,俚語,中級
s,slave,noun/verb,奴隸；拼命工作,中級
s,slavery,noun,奴隸制,中級
s,sleeve,noun,袖子,中級
s,slice,noun/verb,(薄)片；切、切成薄片,中級
s,slight,adj./verb/noun,輕微的；輕視、冷落,中級
s,slippery,adj.,滑的,中級
s,slogan,noun,標語,中級
s,slope,noun/verb,斜坡；傾斜,中級
s,smog,noun,煙霧(污染物),中級
s,smoky,adj.,冒煙的、煙霧瀰漫的,中級
s,smooth,adj./verb,平整的、平滑的；使平整、使平滑,中級
s,snap,verb,突然折斷；(門等)突然關上；拍快照；突然發作(尤指動怒),中級
s,snap,noun,突然折斷(或闔上)的聲音、喀嚓聲,中級
s,snap,adj,匆忙的、不加思索的,中級
s,sneak,verb,偷溜、偷偷地做,中級
s,sneeze,verb/noun,打噴嚏；打噴嚏聲,中級
s,snowman,noun,雪人,中級
s,sob,verb/noun,嗚咽、啜泣；啜泣(聲),中級
s,sociable,adj.,好交際的、友善的,中級
s,socket,noun,插座,中級
s,softball,noun,壘球,中級
s,software,noun,軟體,中級
s,soil,noun,土壤,中級
s,soil,verb,弄髒,中級
s,solar,adj.,太陽(能)的,中級
s,solid,adj./noun,固體的、實心的、堅固的；固體,中級
s,somehow,adv.,不知怎麼的、以某種方式,中級
s,sometime,adv./adj.,在某時；從前的、一度的,中級
s,somewhat,adv.,有點、稍微,中級
s,sorrow,noun,悲傷,中級
s,sound,adj.,健康的、狀況良好的,中級
s,south-east,noun/adv./adj.,東南方；在東南方；東南方的,中級
s,south-west,noun/adv./adj.,西南方；在西南方；西南方的,中級
s,souvenir,noun,紀念品,中級
s,sow,verb,播種、散佈,中級
s,soybean,noun,黃豆=soyabean=soy,中級
s,spacecraft,noun,太空船=spaceship,中級
s,spade,noun,鏟子,中級
s,spare,adj./noun,備用的；備用品,中級
s,spare,verb,剩下、(尤指在自己困難的情況下)抽出,中級
s,spark,noun/verb,火花；觸發,中級
s,sparkle,verb/noun,閃耀、閃爍；閃耀、閃爍、火花,中級
s,sparrow,noun,麻雀,中級
s,spear,noun/verb,矛；用尖物刺穿,中級
s,specialized,adj.,專用的、專門的、專業的,中級
s,species,noun,物種,中級
s,specific,adj.,特定的、明確的,中級
s,spectator,noun,觀眾,中級
s,spell,noun,咒語,中級
s,spice,noun/verb,香料、趣味；加香料、增添趣味,中級
s,spicy,adj.,辛辣的、加有香料的,中級
s,spill,verb/noun,灑出、溢出；泄漏(量),中級
s,spin,verb,旋轉；紡紗；(蠶、蜘蛛等)吐(絲)、結(網),中級
s,spin,noun,旋轉,中級
s,spinach,noun,菠菜,中級
s,spiritual,adj.,心靈的、精神的,中級
s,spit,verb/noun,吐(口水等)；唾液,中級
s,spite,noun,惡意、怨恨,中級
s,splash,verb/noun,潑濺；潑濺聲,中級
s,splendid,adj.,燦爛的、極佳的,中級
s,split,verb/noun/adj.,分攤、分裂；分裂；分裂的,中級
s,spoil,verb/noun,破壞、寵壞；戰利品,中級
s,sponsor,verb/noun,贊助；贊助者,中級
s,sportsmanship,noun,運動精神,中級
s,sportsperson,noun,"運動員=sportsman,sportswoman",中級
s,spot,noun,斑點、地點,中級
s,spot,verb,看出、注意到,中級
s,spray,noun/verb,水花、噴霧；噴灑,中級
s,sprinkle,verb/noun,撒上,中級
s,spy,noun/verb,間諜；當間諜、暗中監視,中級
s,squeeze,verb/noun,榨、擠,中級
s,squirrel,noun,松鼠,中級
s,stab,verb/noun,(用刀)捅、刺,中級
s,stable,adj.,穩定的、牢固的,中級
s,stable,noun,馬廄,中級
s,stadium,noun,體育場,中級
s,staff,noun/verb,全體員工；成為員工、(為機構)提供人員,中級
s,staircase,noun,樓梯,中級
s,stake,noun/verb,樁、股份、風險；打賭,中級
s,stare,verb/noun,盯著看；凝視,中級
s,starvation,noun,飢餓、餓死,中級
s,starve,verb,捱餓、餓死,中級
s,state,noun,州、國家；狀態,中級
s,state,adj.,國家的、州的,中級
s,state,verb,陳述、說明、宣布,中級
s,statement,noun,說法、聲明,中級
s,statue,noun,雕像,中級
s,status,noun,地位、狀況,中級
s,steady,adj./verb,穩固的、不變的；使穩固、穩定,中級
s,steel,noun/adj.,鋼、鋼鐵業；鋼的、鋼鐵業的,中級
s,steel,verb,鋼化、給...包上鋼；使堅強、下決心應付,中級
s,steep,adj.,陡峭的,中級
s,steer,verb/noun,駕駛、引導,中級
s,stem,verb,起源於,中級
s,stem,noun,莖、梗、樹幹、(工具的)柄,中級
s,stepfather,noun,繼父,中級
s,stepmother,noun,繼母,中級
s,stereo,adj./noun,立體聲的、立體音響的；立體聲、立體音響,中級
s,sticky,adj.,黏的,中級
s,stiff,adj./adv.,硬的、僵硬的；硬地、僵硬地,中級
s,still,adj.,靜止的、不動的,中級
s,stimulate,verb,刺激、激發,中級
s,sting,verb/noun,螫、刺；刺傷,中級
s,stir,verb/noun,攪動、攪拌、激起、喚醒,中級
s,stitch,noun/verb,縫、縫線；縫補,中級
s,stock,verb,貯存、庫存,中級
s,stock,noun,貯存、存貨；股票,中級
s,stock,adj.,庫存的、現有的；陳腐的、平凡的,中級
s,stocking,noun,長襪,中級
s,stool,noun,凳子,中級
s,storey,noun,樓層=story(AmericanEnglish),中級
s,storyteller,noun,說故事者,中級
s,strategy,noun,策略、戰略,中級
s,strength,noun,體力、力氣,中級
s,strengthen,verb,增強、鞏固,中級
s,stretch,verb/noun,拉長、伸展；一段,中級
s,strict,adj.,嚴格的,中級
s,string,noun/verb,細繩、線；懸掛、串在一起,中級
s,strip,noun,條、帶,中級
s,strip,verb,剝去、脫光衣服,中級
s,strive,verb,努力、奮鬥,中級
s,stroke,noun/verb,中風、游泳姿勢；輕撫,中級
s,structure,noun/verb,結構、建築物；構成、組織,中級
s,stubborn,adj.,固執的,中級
s,studio,noun,錄音室、電影公司、工作室,中級
s,stuff,noun,物品、東西、材料,中級
s,stuff,verb,裝、填、塞、把...裝滿、塞進,中級
s,subject,adj./verb,易受...的、隸屬的、取決於；使順從、使遭受,中級
s,submarine,noun/adj.,潛水艇；海底的,中級
s,substance,noun,物質、本質,中級
s,substitute,noun/verb,代替的人(物)；代替,中級
s,subtract,verb,減去,中級
s,suburb,noun,郊區,中級
s,suck,verb,吸吮,中級
s,suffer,verb,遭受、受苦,中級
s,suffering,noun,痛苦、磨難,中級
s,sufficient,adj.,充足的、足夠的,中級
s,suggestion,noun,建議,中級
s,suicide,noun,自殺,中級
s,suitable,adj.,適宜的,中級
s,suitcase,noun,手提箱,中級
s,sum,noun/verb,總和；共計、總結,中級
s,summarize,verb,摘要,中級
s,summary,noun,概要、總結,中級
s,summit,noun,山峰、頂峰,中級
s,sunbathe,verb,日光浴,中級
s,sunlight,noun,日光,中級
s,sunrise,noun,日出,中級
s,sunset,noun,日落,中級
s,superb,adj.,極佳的,中級
s,superior,adj./noun,較高的、較優秀的；上級,中級
s,supervisor,noun,主管人、指導者,中級
s,supporter,noun,支持者,中級
s,suppose,verb,認為、應當,中級
s,supreme,adj.,最高的、最大的,中級
s,surely,adv.,一定、想必,中級
s,surgeon,noun,外科醫生,中級
s,surgery,noun,外科手術,中級
s,surrender,verb/noun,投降、放棄,中級
s,surround,verb/noun,圍繞、圍住,中級
s,surroundings,noun,周圍事物、環境,中級
s,survey,noun/verb,(民意)調查；查看、審視,中級
s,survival,noun,生存、存活,中級
s,survivor,noun,倖存者、生還者,中級
s,suspect,verb/noun/adj.,懷疑；嫌疑犯；可疑的,中級
s,suspend,verb,懸掛、中止、暫時取消,中級
s,suspension,noun,暫停、停學(職),中級
s,suspicion,noun,懷疑,中級
s,suspicious,adj.,(令人)懷疑的,中級
s,swallow,verb/noun,吞嚥、吞沒；一口的量,中級
s,swear,verb,發誓、罵髒話,中級
s,sweat,noun/verb,汗；流汗,中級
s,swell,verb/noun,腫脹、增大、隆起；腫脹、增大、隆起處,中級
s,swift,adj.,迅速的、敏捷的,中級
s,switch,verb/noun,改變、交換；開關、改變,中級
s,sword,noun,劍,中級
s,syllable,noun,音節,中級
s,symbolize,verb,象徵、代表,中級
s,sympathetic,adj.,有同情心的、支持的,中級
s,sympathize,verb,同情、支持,中級
s,sympathy,noun,同情心、支持,中級
s,symphony,noun,交響樂,中級
s,symptom,noun,症狀,中級
s,syrup,noun,糖漿,中級
s,systematic,adj.,有系統的,中級
t,tablecloth,noun,桌巾,中級
t,tablet,noun,藥片,中級
t,tack,noun/verb,圖釘；(用釘)釘住,中級
t,tag,noun/verb,標籤；加標籤、附加,中級
t,tailor,noun/verb,裁縫師；專門訂做,中級
t,tale,noun,故事,中級
t,tame,adj./verb,馴服的；馴服,中級
t,tap,verb,輕拍、輕敲,中級
t,tap,noun,輕叩；(水)龍頭,中級
t,tasty,adj.,可口的,中級
t,tax,noun/verb,稅；課稅,中級
t,tease,verb/noun,取笑、逗弄,中級
t,technical,adj.,技術的、專門的,中級
t,technician,noun,技術人員,中級
t,technique,noun,技巧、工藝,中級
t,technological,adj.,科技的,中級
t,technology,noun,科技,中級
t,teen,noun/adj.,青少年；十幾歲的,中級
t,teenage,adj.,十幾歲的,中級
t,telescope,noun,望遠鏡,中級
t,televise,verb,電視播送,中級
t,temper,noun,脾氣、怒氣,中級
t,temper,verb,使緩和,中級
t,temporary,adj.,暫時的,中級
t,tenant,noun,房客、租戶,中級
t,tend,verb,傾向、往往會,中級
t,tendency,noun,傾向、趨勢,中級
t,tender,adj.,嫩的、溫柔的,中級
t,tense,adj./verb,繃緊的、緊張的；繃緊,中級
t,tension,noun,繃緊、緊張,中級
t,terminal,noun/adj.,終點、(航空或交通運輸的)終站；終點的、末期的,中級
t,terrify,verb,使恐懼,中級
t,territory,noun,領土,中級
t,terror,noun,恐懼、恐怖,中級
t,text,noun,正文、文本,中級
t,thankful,adj.,感謝的,中級
t,theft,noun,偷竊,中級
t,theirs,pron.,他們的,中級
t,theme,noun,主題,中級
t,theory,noun,學說、理論、看法,中級
t,therapy,noun,療法,中級
t,thinking,noun/adj.,思想、思考；有思考力的,中級
t,thirst,noun/verb,口渴、渴望,中級
t,thorough,adj.,徹底的,中級
t,thoughtful,adj.,體貼的、深思熟慮的,中級
t,thread,noun/verb,線、一絲；穿針線,中級
t,threat,noun,威脅,中級
t,threaten,verb,揚言要、威脅,中級
t,thunderstorm,noun,雷雨,中級
t,tickle,verb,搔癢、發癢,中級
t,tide,noun,潮汐、趨勢,中級
t,tight,adj./adv.,緊的；緊地,中級
t,tighten,verb,使變緊、加強,中級
t,timber,noun,樹木、木材,中級
t,timetable,noun/verb,時間表；為…安排時間,中級
t,timid,adj.,膽怯的,中級
t,tin,noun,錫、罐,中級
t,tiptoe,verb/noun,踮腳、躡手躡腳,中級
t,tire,noun,輪胎=tyre(BritishEnglish),中級
t,tire,verb,使疲勞,中級
t,tiresome,adj.,令人厭煩的,中級
t,tissue,noun,面紙、(動植物)組織,中級
t,tobacco,noun,煙草,中級
t,tolerable,adj.,可容忍的、還可以的,中級
t,tolerance,noun,寬容、忍耐,中級
t,tolerant,adj.,寬容的、忍耐的,中級
t,tolerate,verb,寬容、忍耐,中級
t,tomb,noun,墳墓,中級
t,ton,noun,噸、大量,中級
t,tone,noun/verb,腔調、語氣；調和,中級
t,toothpaste,noun,牙膏,中級
t,torch,noun/verb,火把；放火燒,中級
t,tornado,noun,龍捲風,中級
t,tortoise,noun,陸龜,中級
t,toss,verb/noun,拋、投、擲,中級
t,tough,adj.,堅強的、困難的、強硬的,中級
t,tourism,noun,觀光(業),中級
t,tourist,noun,遊客、觀光客,中級
t,tow,verb/noun,拖、拉、牽引,中級
t,trademark,noun,商標、特徵,中級
t,trader,noun,商人、證券交易人,中級
t,tragedy,noun,悲劇,中級
t,tragic,adj.,悲劇的、悲慘的,中級
t,trail,noun/verb,蹤跡、小道；拖曳,中級
t,training,noun,訓練,中級
t,transfer,noun/verb,調動、搬遷,中級
t,transform,verb,改變、改造,中級
t,translate,verb,翻譯,中級
t,translation,noun,翻譯,中級
t,translator,noun,翻譯、譯者,中級
t,transplant,noun/verb,移植(器官等),中級
t,transport,noun/verb,運輸、交通工具；運送,中級
t,transportation,noun,運輸,中級
t,traveler,noun,旅行者=traveller(BritishEnglish),中級
t,traveling,adj.,旅行的、巡迴的=travelling(BritishEnglish),中級
t,tray,noun,托盤,中級
t,treaty,noun,條約,中級
t,tremble,verb/noun,發抖、震顫,中級
t,tremendous,adj.,巨大的、極大的,中級
t,trend,noun,趨勢,中級
t,tribe,noun,部落,中級
t,tricky,adj.,狡猾的、難對付的,中級
t,triumph,noun/verb,(大)勝利、成功,中級
t,troop,noun/verb,軍隊、一群；成群結隊而行,中級
t,tropical,adj.,熱帶的,中級
t,troublesome,adj.,令人煩惱的,中級
t,trunk,noun,樹幹,中級
t,truthful,adj.,誠實的、真實的,中級
t,tube,noun,"管子、地鐵地鐵=underground,railway",中級
t,tug,verb/noun,拉、拖,中級
t,tulip,noun,鬱金香,中級
t,tumble,verb/noun,跌倒、倒塌,中級
t,tune,noun/verb,曲調；調音,中級
t,tutor,noun/verb,家庭教師；指導、當家教,中級
t,twig,noun,細枝,中級
t,twin,noun/adj./verb,雙胞胎；雙胞胎的；使相連,中級
t,twinkle,verb/noun,閃爍；閃亮,中級
t,twist,verb/noun,彎曲、扭轉、轉彎,中級
t,typewriter,noun,打字機,中級
t,typical,adj.,典型的,中級
t,typist,noun,打字員,中級
u,underground,adj./adv./noun,地下的、暗中的；在地下；地鐵,中級
u,understanding,noun/adj.,理解；體諒的,中級
u,undertake,verb,承擔、從事,中級
u,underwater,adv./adj.,在水下；水下的,中級
u,underweight,adj.,體重不足的,中級
u,unexpected,adj.,出乎意料的,中級
u,union,noun,合併、和諧、工會,中級
u,unite,verb,聯合、團結、統一,中級
u,unity,noun,團結一致、聯合,中級
u,universal,adj./noun,普遍的、全體的；普通性、普遍現象,中級
u,unknown,adj.,未知的、無名的,中級
u,unless,conj.,除非,中級
u,unlike,prep.,不像,中級
u,untouched,adj.,未動過的、未受影響的,中級
u,unusual,adj.,不尋常的、特別的,中級
u,upset,adj./noun/verb,苦惱的；混亂；擾亂、惹惱,中級
u,upward,adj.,向上的,中級
u,urban,adj.,都市的、城鎮的,中級
u,urge,verb/noun,敦促、強烈主張；衝動,中級
u,urgent,adj.,緊急的,中級
u,usage,noun,使用、用法,中級
u,useless,adj.,無用的,中級
v,vacant,adj.,空的、未被佔用的,中級
v,vague,adj.,模糊的、粗略的,中級
v,vain,adj.,徒勞的、虛榮的,中級
v,valuable,adj.,寶貴的、貴重的,中級
v,van,noun,廂型車、小貨車,中級
v,vanish,verb,突然消失,中級
v,vapor,noun,水汽、蒸汽=vapour(BritishEnglish),中級
v,variety,noun,各種樣式、變化,中級
v,various,adj.,各式各樣的,中級
v,vary,verb,不同、相異,中級
v,vase,noun,花瓶,中級
v,vast,adj.,廣闊的、大量的,中級
v,vegetarian,adj./noun,素食主義的；素食主義者,中級
v,vehicle,noun,交通工具,中級
v,venture,noun/verb,冒險,中級
v,verb,noun,動詞,中級
v,verse,noun,韻文、詩節,中級
v,version,noun,版本、說法,中級
v,vessel,noun,船艦,中級
v,victim,noun,罹難者、受害者,中級
v,vigor,noun,精力、活力=vigour(BritishEnglish),中級
v,vigorous,adj.,精力充沛的、強健的,中級
v,violate,verb,違反、侵犯,中級
v,violation,noun,違反、侵犯,中級
v,violence,noun,暴力、猛烈,中級
v,violent,adj.,暴力的、猛烈的,中級
v,violet,noun/adj.,紫羅蘭；紫羅蘭色的,中級
v,violinist,noun,小提琴手,中級
v,virgin,noun/adj.,處女；處女的、未開發的,中級
v,virtue,noun,美德、長處,中級
v,virus,noun,病毒,中級
v,visible,adj.,可見的,中級
